adm0_id,adm1_id,population
44,900430,373842
44,900431,233291
44,900432,1116000
44,900433,142628
44,900434,424616
44,900435,779229
44,900436,816467
45,900960,4672234
45,900959,1295480
45,900961,1108419
45,900962,4545866
45,900963,3845583
45,900964,2825922
45,900965,2221973
45,900966,2066677
45,900967,797019
45,900968,1837059
49,853,52363
49,854,297330
49,855,69588
49,856,108849
49,857,142152
49,858,296771
49,859,437741
49,860,192735
49,861,141433
49,862,280831
49,863,458247
49,864,332085
49,865,444442
49,866,517145
49,867,121848
49,868,65271
49,67154,707547
50,900172,432286
50,900173,670579
50,900174,259281
50,900175,800262
50,900176,303025
50,900177,102436
50,900178,763453
50,900179,757206
50,900180,519663
50,900181,600567
50,900182,845999
50,900183,1155322
50,900184,844555
50,900185,1030698
50,900186,751716
50,900187,767052
50,900188,1344116
50,900189,1127044
50,900190,407519
50,900191,612055
50,900192,831504
50,900193,40907
50,900194,979635
57,901156,6226346
57,901157,2420044
57,901158,7899968
57,901159,2562104
57,901160,1162875
57,901161,839290
57,901162,521781
57,901163,1447061
57,901164,971502
57,901165,1988891
57,901166,3204037
57,901167,542415
57,901168,1135943
57,901169,1164323
57,901170,1376241
57,901171,1008063
57,901172,1716051
57,901173,1232902
57,901174,554714
57,901175,884734
57,901176,2124283
57,901177,805598
57,901178,1371141
57,901179,4410222
57,901180,354798
57,901181,711638
57,901182,426548
57,901183,80342
57,901184,111845
57,901185,91617
57,901186,144347
57,901187,80658
57,901188,76364
59,900003,1980816
59,900002,1033765
59,975,221373
59,973,132576
59,976,333285
59,970,446745
59,971,224577
59,979,122422
59,977,252107
59,974,138894
59,972,104640
59,978,339369
67,1054,1570251
67,1055,425251
67,1056,1583743
67,1058,2584174
67,1059,1974274
67,1060,3182152
67,1061,3277175
67,1062,3220391
67,1063,3439649
67,1064,3456356
67,1065,836404
68,900143,3073457
68,900144,2298496
68,900145,3566969
68,900146,5448179
68,900147,1809870
68,900148,5365112
68,900149,2103045
68,900150,1493240
68,900151,2402085
68,900152,1240132
68,900153,1700418
68,900154,1563602
68,900155,1112112
68,900156,1821597
68,900157,6503611
68,900158,2279928
68,900159,2511537
68,900160,2889733
68,900161,2992345
68,900162,4511971
68,900163,2062001
68,900164,2387426
68,900165,3241544
68,900166,2737282
68,900167,5640697
68,900168,11311690
70,900405,123464
